,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
4535,1,4,39,43769.45,4,0,10.21531,14,0,0,0,0,1,0,2,1,1,0,1,1,0,1,0,0,0,18.07558,172.4871,2082.760575,4,3,4,4,3,3,3,4,Yes
8122,1,1,87,27615.28,0,0,12.15309,9,2,0,0,2,1,1,2,1,0,1,0,0,0,0,1,1,1,70.74838,117.4835,5936.910583,2,3,3,2,2,4,2,3,No
4532,1,2,71,93402.26,0,1,12.41991,10,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,10.65198,232.624,1855.20004,2,2,3,2,4,1,3,3,Yes
7254,1,4,33,30989.61,3,1,4.778804,14,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,3,66.54966,134.9801,5875.620719,3,4,3,4,3,3,3,2,No
7632,0,1,46,22487.36,0,0,9.629848,9,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,1,51.80639,147.4893,4454.649814,2,3,5,5,3,4,6,3,No
9755,0,0,64,83912.29,2,1,10.89877,12,4,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,60.48793,197.4876,5406.560212,1,2,2,4,2,3,3,1,No
4508,0,0,50,25990.9,1,1,15.40713,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,10.88666,147.4421,1129.578351,6,5,3,4,3,4,4,4,Yes
8329,2,3,82,89484.89,0,2,12.74981,11,2,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,2,53.47075,92.5018,4445.615287,2,2,2,5,1,3,3,4,No
8934,2,2,35,63016.28,4,0,10.76049,14,3,0,1,2,0,0,2,1,0,1,1,0,0,1,1,0,2,56.841,200.1465,5390.230602,4,3,4,2,5,3,4,2,No
7823,2,0,69,20507.78,0,1,11.76257,11,1,0,0,2,1,0,1,1,0,0,0,0,1,1,0,1,3,67.25763,149.9483,5691.423795,3,4,4,3,4,4,3,4,No
9649,2,0,75,71285.56,1,0,12.09114,16,2,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,47.56383,214.9525,4140.83823,3,4,4,4,3,4,3,2,No
1180,2,1,88,30133.27,0,0,10.03378888,14,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,2,30.03608319,202.443347,2688.491827,5,6,6,3,4,5,5,5,No
3345,2,6,21,48511.64,2,0,7.602007,6,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,20.0119,194.9663,2739.364415,3,3,2,3,3,3,3,2,Yes
3468,1,0,85,19167.82,4,0,12.08713,14,1,2,0,0,1,1,2,0,1,0,0,1,1,1,0,0,3,1.450971,162.5005,356.9526336,3,3,3,1,4,3,2,3,Yes
2300,1,1,85,7514.44,3,2,10.25643,14,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,3,5.111421,172.4555,655.4787829,3,4,4,2,5,3,4,3,No
143,2,3,31,19800.81,0,1,10.31551212,11,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,5.15825129,139.965008,1313.492851,5,5,5,4,2,3,4,3,No
3244,2,3,29,20761.5,3,1,6.827248,9,1,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,6.645392,137.4616,1037.253154,4,3,4,3,4,2,3,4,Yes
7415,0,2,63,108805.1,0,0,12.19485,12,1,2,0,0,0,0,2,0,0,1,0,0,0,1,1,1,2,51.58906,177.6508,4774.105626,5,5,5,3,5,3,4,3,No
5480,1,1,46,24925.09,3,1,10.20264,10,2,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,3,54.13164,182.4433,5296.312677,4,4,4,4,4,4,4,4,No
403,0,0,19,75871.75,0,1,12.07096717,11,2,0,0,0,1,1,2,1,0,0,1,0,1,1,1,1,2,3.084376591,210.138,952.5914921,3,2,3,3,4,3,4,4,Yes
1938,1,4,79,10349.38,0,1,10.42980353,17,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,2.24841574,184.963371,1115.319187,3,3,3,2,4,3,4,3,Yes
166,1,1,73,35478.4,1,0,7.602570192,7,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,3,8.4944392,149.948316,847.110799,4,3,2,3,5,2,4,2,No
9195,2,0,19,48292.64,3,1,9.7879,12,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,55.27092,139.9979,4957.435146,3,3,3,4,4,3,4,3,No
4251,1,0,46,25227.46,3,0,13.71428,12,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,18.9981,200.1323,2521.277564,5,4,4,4,3,3,3,3,Yes
2751,0,4,18,70844.17,0,0,9.367555,12,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2,8.27839,169.9447,1169.714886,3,2,4,4,4,2,2,3,Yes
9620,2,1,22,58726.65,4,1,10.55283,14,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,1,3,59.7267,152.5022,5508.351465,3,4,3,3,4,4,4,4,No
6917,0,0,72,16352.29,2,0,11.51984,12,1,0,0,1,1,0,2,1,1,0,1,1,0,1,0,1,2,58.45536,172.4871,5160.058163,5,4,3,4,4,4,3,4,No
6200,1,0,85,51126.59,1,1,12.51371,10,1,0,0,2,1,1,0,1,1,0,1,0,1,1,0,0,1,62.43544,184.9496,5823.280926,2,3,2,4,3,2,3,4,No
7541,0,3,33,10547.83,1,1,10.58659,12,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,59.22886,127.4601,5590.851555,3,4,5,3,5,3,4,2,No
6181,1,0,88,18474.89,2,0,6.575864,9,4,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,3,58.52876,184.967,5045.986552,3,3,4,5,2,2,4,4,No
2351,1,4,82,60271.58,1,1,5.147124,15,2,0,0,2,0,0,0,1,1,0,1,1,1,1,0,0,0,2.763224,197.4725,1151.98874,4,4,3,2,4,4,2,4,Yes
7656,1,0,46,80782.53,2,0,11.59767,13,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,3,71.52133,192.4705,6185.77752,2,3,3,3,3,3,3,4,No
9949,2,4,43,68457.74,0,0,5.233119,12,1,1,0,2,1,0,1,1,1,1,1,0,1,1,1,1,3,52.62668,277.6375,5156.532721,3,3,4,5,3,2,3,1,No
1181,0,1,49,4812.74,0,1,12.96180339,16,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,2,13.34966275,172.47417,1454.923517,5,4,4,4,3,4,4,4,No
1861,1,0,54,72841.97,1,1,7.65593436,7,0,0,1,2,1,0,1,1,0,1,0,0,1,0,0,1,0,24.02275725,127.481989,2112.65313,4,6,4,5,4,5,4,5,No
7050,0,2,18,56747.02,0,0,6.715067,11,2,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,3,68.6663,194.9768,6145.669296,4,3,3,4,3,4,3,2,No
3859,2,2,53,48176.26,4,0,10.19102,14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,6.072026,117.4392,1154.151996,3,2,2,3,2,3,3,3,No
179,0,0,87,27326.79,4,2,7.905333122,14,1,0,0,2,1,0,1,1,0,1,1,1,0,1,0,1,1,5.522376826,174.975543,737.8564608,3,4,2,3,4,4,4,4,No
6119,2,3,36,36890.17,3,0,11.25565,8,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,57.54902,255.1336,5971.138391,2,3,3,3,4,2,3,3,No
3134,1,0,37,40760.02,3,0,12.14774,15,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,2,9.389883,245.147,1839.782656,4,5,3,3,4,2,4,4,Yes
7970,2,1,62,33446.77,0,0,11.10738,13,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,69.63521,172.5104,5929.405615,3,4,4,4,2,4,3,2,No
2660,0,3,41,18373.26,3,1,6.015014,12,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,4.245295,147.4421,707.2606071,4,5,4,4,4,5,5,6,No
5552,2,2,29,80683.44,0,1,11.77618,14,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,58.60767,172.4579,5350.192494,4,3,3,2,5,3,2,5,No
5445,1,2,61,23672.57,1,1,15.46065,14,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,2,53.77634,124.9781,4594.835502,2,3,2,5,3,5,3,3,No
5933,1,0,57,65952.12,0,0,13.10857,11,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,52.66447,194.9581,4724.802444,1,2,2,2,4,2,2,4,No
4304,1,4,89,61571.39,0,0,6.001994,16,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,4.661936,127.4421,946.0176525,5,4,3,6,2,5,5,4,No
4247,0,3,55,29711.39,4,0,8.472127,17,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2.011058,162.4653,956.6535443,2,3,3,5,3,4,4,3,Yes
569,0,0,22,6769.7,3,0,15.39425705,13,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,1,3,14.17620441,172.487091,1695.851887,3,3,3,4,5,5,2,5,Yes
4444,0,4,45,19623.2,0,0,8.688645,9,4,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,9.05217,167.4564,1042.770459,4,4,4,4,2,4,4,4,No
935,0,1,34,37860.53,3,0,11.6041258,8,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,3,1.740841699,194.958118,658.4234711,3,3,3,4,3,4,3,4,No
918,1,0,35,32399.51,0,1,6.271196467,10,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,10.34327947,162.471255,1224.604104,2,2,3,4,2,3,3,4,No
4482,2,0,84,14146.51,2,0,5.627745,15,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11.17891,92.45514,1213.57856,4,4,4,5,1,4,5,3,No
310,0,0,22,22362.59,2,0,13.7362126,15,0,2,0,1,1,0,2,1,0,0,1,1,0,0,0,1,2,9.915959247,114.997564,1079.012505,4,4,5,4,4,3,4,2,No
6732,0,0,25,643.2,4,0,5.411723,8,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,64.08645,207.6094,5785.930696,6,4,5,3,4,6,5,4,No
4139,2,0,65,42739.62,1,1,12.93123,15,2,0,0,2,0,1,1,1,1,0,0,0,0,0,1,0,3,17.21579,179.9476,1670.944369,2,2,2,4,4,2,3,1,No
7498,0,1,82,28254.82,2,1,12.63006,11,2,0,0,2,1,1,0,1,1,0,0,1,0,1,0,1,3,56.56448,162.4676,5369.680372,4,4,5,4,4,4,3,3,No
8501,1,1,88,27192.54,1,1,14.00066,15,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,1,49.22149,152.4624,4738.397058,2,3,2,5,3,4,4,4,No
1199,1,3,47,85147.06,0,0,7.540632126,17,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3.811416865,129.948316,1023.702263,4,5,3,4,4,3,4,3,No
5323,2,3,66,6649.53,1,1,5.254926,11,1,0,0,2,1,0,1,1,0,1,1,1,0,0,0,1,2,66.61872,149.9915,5830.697844,4,3,5,5,1,5,5,6,No
3627,0,9,55,35693.42,1,0,11.95533,11,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,3,3.048345,144.9607,577.9768805,3,3,4,3,4,2,5,3,No
4408,0,3,18,57578.24,4,0,10.34662,11,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,5.436971,179.9476,869.9774936,4,3,3,3,2,4,4,4,Yes
4000,1,2,52,42761.9,3,0,10.63881,18,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1.669639,194.9744,498.5585239,2,2,2,4,5,2,2,4,No
2381,1,1,67,31935.51,0,0,8.929747,14,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,7.749595,129.9598,1253.992994,2,2,1,3,4,3,3,2,Yes
7232,1,1,55,77919.02,2,0,13.97354,15,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,3,71.38558,237.6549,6988.587622,3,2,4,4,3,3,4,4,No
2202,0,1,89,98189.95,1,0,11.03899,15,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,26.74209,245.147,3121.880615,4,3,3,4,4,4,2,5,Yes
4358,1,3,26,20223.8,2,1,12.50019,13,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,2,22.30566,182.4538,2313.442726,5,4,5,2,5,5,2,3,Yes
1569,0,4,45,16073.46,1,1,10.07234257,9,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,8.699764172,157.483594,1087.336893,5,4,5,4,2,4,4,4,Yes
3078,1,2,55,27187.1,1,1,9.467888,14,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,17.2154,152.4742,2196.280451,3,4,3,4,4,2,3,3,No
5502,0,0,64,30466.06,1,0,8.669616,12,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,2,68.96904,242.6281,6237.268861,3,4,3,3,3,5,4,4,No
8589,1,1,63,36727.38,4,0,13.26881,17,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,2,48.28595,184.9785,4354.210928,3,3,2,3,3,3,3,4,No
6653,1,3,51,31785.21,0,1,7.656144,8,4,0,0,2,1,0,0,1,1,1,0,1,1,0,1,0,2,64.89527,187.4974,6294.11967,2,2,1,4,4,3,1,3,No
343,0,0,57,29976.15,0,1,9.759360165,14,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,4.893221514,207.475448,1284.442486,5,5,5,5,2,5,4,5,Yes
2899,2,3,82,45288.02,4,1,12.2307,9,0,2,1,2,1,1,2,1,1,0,1,0,0,0,1,1,1,12.23126,169.9671,1393.130581,3,3,3,3,4,3,3,4,Yes
6180,1,0,89,19533.69,0,0,11.93019,8,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,62.83833,222.6281,6066.459973,4,3,4,3,3,5,4,4,No
4032,0,2,25,104452.6,1,1,15.82529,13,0,0,0,1,0,0,2,1,0,1,0,1,0,0,1,0,0,5.013991,130.0064,952.2685798,2,1,4,1,5,1,1,3,No
7747,0,0,28,13554.79,1,0,11.62498,14,2,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,2,43.45813,184.9496,4408.149328,3,3,3,3,3,2,2,3,No
8903,1,2,27,33392.44,0,1,9.789614,14,2,2,0,1,1,0,1,1,1,0,1,1,0,1,0,0,2,51.59283,204.9634,4853.919295,5,6,5,2,5,3,3,4,No
3839,0,4,69,78568.26,1,1,12.7259,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3,12.31648,112.4551,1147.89846,3,4,4,3,4,3,3,3,No
7011,1,1,80,25262.27,2,0,13.48689,15,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,66.62886,225.1457,6512.543796,2,2,2,3,4,1,3,3,No
2823,1,5,81,24923.55,3,0,4.628556,16,1,1,0,2,1,1,2,1,1,1,0,0,0,0,1,1,2,3.852241,149.989,670.3465702,3,2,4,4,3,5,3,4,No
6424,1,0,84,36835.17,3,1,13.55077,10,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,64.53,175.1331,5675.888405,3,2,2,4,4,2,3,3,No
9553,0,1,39,20396.58,2,0,5.461552,9,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,68.03445,159.9349,5926.831312,4,4,4,4,2,5,3,4,No
4164,0,0,79,12547.26,3,1,8.426711,19,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,8.596278,184.9496,1431.48792,3,3,3,1,3,4,4,5,Yes
5035,0,3,28,35986.11,1,0,7.179323,13,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,1,2,71.106,167.4564,6152.279339,4,3,4,3,4,2,3,4,No
2922,1,3,18,9443.65,0,0,12.964,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2.598272,127.4601,917.5571323,4,4,4,2,4,3,4,5,No
9760,0,0,61,14192.54,3,1,10.66077,9,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,3,60.67808,164.9647,5760.325515,6,5,5,3,5,5,5,4,No
3408,0,0,32,20091.91,4,1,9.556514,9,2,1,0,1,0,0,2,1,1,0,0,0,1,1,0,0,1,14.17544,149.9776,1535.243963,4,2,2,2,4,2,2,2,Yes
9192,2,4,54,34134.21,3,1,8.947114,7,1,0,0,2,1,1,1,1,1,0,1,1,0,0,1,0,2,60.43193,214.9663,5550.321643,3,4,3,3,4,3,4,3,No
2855,0,3,73,43334.45,3,1,7.681019,12,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,2,1.462471,169.9447,447.1773574,4,5,6,3,4,5,2,4,Yes
3786,2,0,40,97088.5,2,1,12.70592,15,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,11.69762,169.9928,1230.552027,4,5,4,4,2,5,3,3,No
5628,1,0,87,67379.0,3,0,10.444,9,0,0,1,2,1,0,2,1,1,0,0,0,0,0,0,1,0,56.20378,112.4844,4551.440341,3,2,3,3,4,2,3,4,No
9746,2,3,71,17170.93,1,1,9.152394,8,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,59.64017,182.4653,5294.992478,4,4,3,4,4,4,3,2,No
9663,0,6,82,10551.43,2,0,13.52236,13,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,2,59.78701,179.9656,5144.456729,4,3,5,3,4,5,3,4,No
3681,0,3,71,33377.2,1,0,6.789145,9,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,8.808902,172.4441,1034.993917,3,3,5,4,4,2,3,5,Yes
4104,2,1,32,27492.15,1,1,10.04509,12,2,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,15.15905,159.965,1654.594685,4,4,4,2,5,3,3,4,No
257,2,7,76,91335.76,4,1,12.01267388,11,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,2,2.416685985,142.500692,1078.291303,3,4,4,2,5,4,3,4,No
5482,2,4,57,28554.11,0,1,9.52118,12,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,2,67.31834,114.9728,5769.179556,4,4,3,5,3,4,3,2,No
7911,1,8,42,14578.27,2,0,13.07965,13,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,2,47.24188,242.6143,4694.576597,3,3,3,2,3,3,3,4,No
5924,0,4,58,103476.1,3,0,11.29179,8,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,52.89423,139.965,5084.851456,3,5,3,5,3,5,5,4,No
5057,0,3,35,10736.53,1,0,7.138395,13,1,3,0,1,1,0,1,1,0,1,0,0,1,0,0,1,3,60.56995,127.482,5179.612997,3,3,3,4,2,6,3,5,No
9421,1,3,52,75686.61,1,0,16.01067,13,1,0,0,2,1,0,0,1,0,1,0,0,1,0,1,0,2,71.39698,142.4689,6584.194557,4,5,3,1,4,4,3,3,No
9970,0,1,37,28711.17,3,0,8.567386,10,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,2,61.51366,192.4404,5471.040392,4,4,5,4,3,3,2,5,No
6236,0,3,58,17580.86,2,0,12.16532,10,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,3,65.69406,94.97283,5933.23425,2,3,3,4,4,2,3,5,No
8944,2,4,32,68056.48,3,1,13.57908,15,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,53.48684,179.9794,4893.706015,3,3,4,4,2,4,4,3,No
4260,1,0,36,66737.35,2,1,8.88295,14,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,16.53241,114.9658,1638.079725,3,3,4,3,2,5,3,2,No
5610,1,8,34,69150.98,2,1,11.46918,10,0,0,0,1,1,1,2,1,0,1,1,1,1,0,0,1,2,58.54353,130.0244,5432.197233,4,5,2,4,3,5,2,2,No
317,2,1,49,26391.1,2,1,14.04061351,10,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,3,14.09942339,220.118516,1693.576099,2,2,2,4,2,3,4,3,Yes
7526,1,0,19,5537.66,3,1,11.19336,13,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,2,62.99928,169.9378,5595.201151,4,4,5,4,3,5,5,4,No
7197,0,5,36,11898.85,4,0,14.80654,11,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,2,47.77726,214.9663,4520.939364,2,3,3,4,4,2,2,3,No
9256,2,4,84,53087.64,2,0,8.965315,12,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,62.17986,140.0013,5747.925597,4,5,4,4,4,2,4,4,No
9972,1,1,53,35415.05,3,0,9.041816,14,4,0,0,2,1,0,0,1,0,1,0,1,1,1,0,0,2,60.00232,144.9889,5706.971929,4,4,4,5,2,5,4,5,No
759,1,5,76,15615.89,3,0,5.147134775,16,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,2,6.248150471,124.964303,580.5443061,4,4,3,4,4,5,4,4,No
5453,1,3,68,87243.94,4,0,11.52485,11,1,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,38.28807,169.9671,3491.783586,3,3,3,4,4,4,5,6,No
5409,0,3,82,9073.21,3,0,9.490555,14,0,0,0,2,0,0,0,1,1,0,1,1,1,0,1,1,1,59.21526,207.4754,5663.575209,4,5,4,2,5,3,2,4,No
2103,1,0,36,65731.64,0,0,11.39908,15,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,11.07943,127.4421,1522.482247,5,5,4,4,2,6,5,6,No
1780,2,1,64,19832.1,1,0,15.36169948,6,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,10.73057042,287.642733,1572.393016,3,3,3,2,4,3,5,3,Yes
880,2,1,87,40921.71,4,1,11.53388751,13,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,5.803901847,129.948316,1041.301237,4,2,4,4,3,3,2,3,No
6957,2,3,64,10173.37,0,1,11.99407,13,1,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,3,60.22003,162.5119,5450.60098,5,5,4,4,3,5,5,4,No
6432,1,4,43,92696.47,0,0,6.630274,9,1,1,0,1,0,0,2,1,1,0,1,0,0,0,0,1,3,71.77038,134.9801,6188.322388,5,4,3,3,5,4,3,4,No
8669,2,10,20,50637.64,1,0,10.97487,14,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,3,66.90749,245.147,6916.234923,2,2,2,6,2,3,4,4,No
1652,0,2,20,30088.13,1,1,11.71398312,11,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,2,4.509329959,192.440432,933.8036457,5,4,3,3,2,5,4,6,Yes
4790,1,0,43,56792.26,0,0,10.03734,14,0,1,0,2,1,1,0,1,1,0,0,0,1,1,0,1,2,4.546842,162.4538,1076.672787,5,5,4,3,3,6,5,6,No
2681,0,0,18,46431.14,0,0,5.272185,14,0,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,0,5.874949,194.9663,1406.140722,4,4,4,2,4,3,3,5,No
5583,0,2,53,160862.9,0,1,3.4579,11,1,2,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,63.28283,192.4404,5641.382534,5,4,4,3,3,5,5,4,No
4068,2,1,40,21018.6,0,0,8.416539,15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,13.14021,187.6094,2006.605241,4,4,3,3,5,3,2,3,Yes
5798,2,8,33,19922.88,3,2,9.90031,15,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,2,47.91787,119.9568,4869.334092,2,3,3,3,3,3,3,3,No
3815,0,6,83,24940.42,1,1,14.0011,12,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,7.232429,207.4754,1575.575608,3,3,3,3,4,4,4,3,Yes
1597,2,4,64,9041.08,2,1,8.877390965,5,1,2,0,2,0,0,1,1,1,0,0,1,1,1,0,0,2,6.605815722,194.976769,1018.373473,2,2,3,4,2,3,3,3,No
583,2,1,22,39281.35,1,1,14.68014234,12,0,0,0,2,0,1,1,0,1,0,1,1,0,1,0,1,2,7.931439645,204.963371,1262.007891,4,4,4,5,3,3,4,4,No
3482,1,3,49,32386.97,4,1,12.22531,13,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,15.71625,187.4811,2361.62202,2,2,2,4,4,3,2,1,Yes
2266,2,3,62,17947.55,1,1,7.569971,14,0,0,0,2,0,1,1,1,0,1,0,1,1,1,1,0,3,7.667371,235.1591,1345.843812,3,4,3,4,3,4,5,5,No
1251,0,1,37,51606.19,4,0,15.61280724,12,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,2,2.163284177,152.479779,602.4065111,4,4,5,4,3,5,4,4,Yes
427,2,1,85,76984.15,4,0,9.320914781,12,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,10.03363969,142.482694,1467.273158,5,4,3,3,4,3,3,3,No
1707,1,4,71,48597.98,3,1,10.84404672,11,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1.871917709,255.141716,859.0587897,3,4,4,4,3,3,3,4,Yes
8464,0,2,76,114044.9,3,0,12.40842,11,0,0,0,1,0,1,2,1,0,1,0,0,1,1,0,1,1,69.45823,119.9897,5938.504348,2,3,3,5,2,2,2,4,No
6337,1,1,88,13397.57,4,1,16.10876,11,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,2,63.63312,192.4567,5433.979472,3,3,3,3,3,5,3,3,No
1624,0,1,58,13157.91,0,1,10.58651971,15,0,1,0,0,1,0,2,1,0,0,1,1,1,0,1,1,3,11.71117991,162.493654,1385.152156,3,3,4,2,4,3,2,3,Yes
7004,1,2,70,53719.81,0,1,10.54,11,0,0,0,2,1,0,1,1,0,0,1,0,1,1,1,1,3,70.24121,242.6143,6349.636467,2,1,2,4,3,3,3,2,No
6723,2,1,53,27970.6,4,1,13.82199,18,0,2,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,62.20783,140.0013,5841.787149,5,4,4,4,4,3,4,3,No
4105,1,3,28,17931.97,3,0,6.216824,13,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,27.47595,255.1198,3452.422228,3,2,4,6,2,4,2,5,Yes
3942,2,9,31,55521.06,3,0,9.276057,9,0,0,0,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2.086344,242.6326,1110.320153,3,2,2,2,3,1,2,2,Yes
6206,2,1,49,14235.87,0,1,6.536395,16,2,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,3,56.73689,149.9621,5006.557282,1,1,2,3,4,3,1,3,No
4884,1,1,51,20845.79,4,1,2.53911,11,2,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,2,17.58224,197.4876,1964.367635,4,4,5,3,4,4,3,4,No
9347,2,4,63,21430.63,3,0,8.930603,10,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,69.1413,127.4958,5901.736855,4,4,4,3,4,4,3,3,No
3454,0,8,66,59694.68,1,0,8.789317,14,2,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,2,8.977196,245.1283,2036.889178,4,4,4,3,4,4,3,5,Yes
4649,0,0,36,34999.62,0,0,6.706765,10,1,2,0,2,1,0,2,1,0,1,0,1,0,1,1,0,3,7.965702,190.1737,1311.801862,4,5,4,4,3,5,3,4,No
8191,0,3,84,36752.22,1,0,2.637703,18,3,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,3,56.56411,127.4958,4771.553025,5,5,6,3,4,3,5,4,No
